Image1,Image2,Angle1_deg,Angle2_deg,Delta_deg
phantom_lbl_0368.png,phantom_lbl_0369.png,140.72,239.83,99.12
phantom_lbl_0369.png,phantom_lbl_0370.png,239.83,248.64,8.81
phantom_lbl_0370.png,phantom_lbl_0371.png,248.64,204.36,-44.28
phantom_lbl_0371.png,phantom_lbl_0372.png,204.36,241.23,36.86
phantom_lbl_0372.png,phantom_lbl_0373.png,241.23,237.05,-4.18
phantom_lbl_0373.png,phantom_lbl_0374.png,237.05,228.92,-8.12
phantom_lbl_0374.png,phantom_lbl_0375.png,228.92,246.39,17.47
phantom_lbl_0375.png,phantom_lbl_0376.png,246.39,229.37,-17.02
phantom_lbl_0376.png,phantom_lbl_0377.png,229.37,251.75,22.38
phantom_lbl_0377.png,phantom_lbl_0378.png,251.75,211.64,-40.11
phantom_lbl_0378.png,phantom_lbl_0379.png,211.64,149.40,-62.23
phantom_lbl_0379.png,phantom_lbl_0380.png,149.40,262.61,113.21
phantom_lbl_0380.png,phantom_lbl_0381.png,262.61,242.00,-20.61
phantom_lbl_0381.png,phantom_lbl_0382.png,242.00,228.78,-13.22
phantom_lbl_0382.png,phantom_lbl_0383.png,228.78,268.13,39.35
phantom_lbl_0383.png,phantom_lbl_0384.png,268.13,293.37,25.24
phantom_lbl_0384.png,phantom_lbl_0385.png,293.37,303.00,9.63
phantom_lbl_0385.png,phantom_lbl_0386.png,303.00,293.01,-9.99
phantom_lbl_0386.png,phantom_lbl_0387.png,293.01,279.06,-13.94
phantom_lbl_0387.png,phantom_lbl_0388.png,279.06,304.34,25.28
phantom_lbl_0390.png,phantom_lbl_0391.png,212.25,336.84,124.59
phantom_lbl_0393.png,phantom_lbl_0394.png,307.07,334.96,27.89
phantom_lbl_0394.png,phantom_lbl_0395.png,334.96,315.01,-19.95
phantom_lbl_0395.png,phantom_lbl_0396.png,315.01,290.93,-24.08
phantom_lbl_0396.png,phantom_lbl_0397.png,290.93,309.00,18.07
phantom_lbl_0397.png,phantom_lbl_0398.png,309.00,328.82,19.82
phantom_lbl_0398.png,phantom_lbl_0399.png,328.82,307.09,-21.73
phantom_lbl_0399.png,phantom_lbl_0400.png,307.09,339.25,32.16
phantom_lbl_0400.png,phantom_lbl_0401.png,339.25,192.96,-146.29
phantom_lbl_0401.png,phantom_lbl_0402.png,192.96,302.36,109.40
phantom_lbl_0402.png,phantom_lbl_0403.png,302.36,300.07,-2.30
phantom_lbl_0403.png,phantom_lbl_0404.png,300.07,311.27,11.20
phantom_lbl_0404.png,phantom_lbl_0405.png,311.27,300.85,-10.42
phantom_lbl_0405.png,phantom_lbl_0406.png,300.85,325.39,24.54
phantom_lbl_0406.png,phantom_lbl_0407.png,325.39,320.21,-5.19
phantom_lbl_0407.png,phantom_lbl_0408.png,320.21,321.50,1.29
phantom_lbl_0408.png,phantom_lbl_0409.png,321.50,306.15,-15.35
phantom_lbl_0409.png,phantom_lbl_0410.png,306.15,-60.19,-366.34
phantom_lbl_0410.png,phantom_lbl_0411.png,-60.19,-12.28,47.91
phantom_lbl_0411.png,phantom_lbl_0412.png,-12.28,186.50,198.78
phantom_lbl_0412.png,phantom_lbl_0413.png,186.50,-0.25,-186.76
phantom_lbl_0413.png,phantom_lbl_0414.png,-0.25,89.89,90.15
phantom_lbl_0414.png,phantom_lbl_0415.png,89.89,100.27,10.38
phantom_lbl_0415.png,phantom_lbl_0416.png,100.27,87.31,-12.95
phantom_lbl_0416.png,phantom_lbl_0417.png,87.31,142.99,55.68
phantom_lbl_0417.png,phantom_lbl_0418.png,142.99,119.90,-23.09
phantom_lbl_0418.png,phantom_lbl_0419.png,119.90,127.16,7.26
phantom_lbl_0419.png,phantom_lbl_0420.png,127.16,131.36,4.20
phantom_lbl_0420.png,phantom_lbl_0421.png,131.36,140.84,9.48
phantom_lbl_0421.png,phantom_lbl_0422.png,140.84,126.27,-14.57
phantom_lbl_0422.png,phantom_lbl_0423.png,126.27,168.68,42.41
phantom_lbl_0423.png,phantom_lbl_0424.png,168.68,135.99,-32.69
phantom_lbl_0424.png,phantom_lbl_0425.png,135.99,125.69,-10.30
phantom_lbl_0425.png,phantom_lbl_0426.png,125.69,135.72,10.03
phantom_lbl_0426.png,phantom_lbl_0427.png,135.72,148.74,13.02
phantom_lbl_0427.png,phantom_lbl_0428.png,148.74,96.11,-52.62
phantom_lbl_0428.png,phantom_lbl_0429.png,96.11,119.92,23.80
phantom_lbl_0429.png,phantom_lbl_0430.png,119.92,113.73,-6.19
phantom_lbl_0430.png,phantom_lbl_0431.png,113.73,111.94,-1.79
phantom_lbl_0431.png,phantom_lbl_0432.png,111.94,90.77,-21.17
phantom_lbl_0432.png,phantom_lbl_0433.png,90.77,110.05,19.28
phantom_lbl_0433.png,phantom_lbl_0434.png,110.05,178.35,68.30
phantom_lbl_0434.png,phantom_lbl_0435.png,178.35,105.79,-72.56
phantom_lbl_0435.png,phantom_lbl_0436.png,105.79,100.09,-5.70
phantom_lbl_0436.png,phantom_lbl_0437.png,100.09,133.55,33.46
phantom_lbl_0437.png,phantom_lbl_0438.png,133.55,152.53,18.98
phantom_lbl_0438.png,phantom_lbl_0439.png,152.53,116.40,-36.13
phantom_lbl_0439.png,phantom_lbl_0440.png,116.40,113.71,-2.69
phantom_lbl_0440.png,phantom_lbl_0441.png,113.71,150.99,37.28
phantom_lbl_0441.png,phantom_lbl_0442.png,150.99,112.01,-38.98
phantom_lbl_0442.png,phantom_lbl_0443.png,112.01,131.54,19.53
phantom_lbl_0443.png,phantom_lbl_0444.png,131.54,115.39,-16.15
phantom_lbl_0444.png,phantom_lbl_0445.png,115.39,49.56,-65.83
phantom_lbl_0445.png,phantom_lbl_0446.png,49.56,212.09,162.53
phantom_lbl_0446.png,phantom_lbl_0447.png,212.09,216.66,4.56
phantom_lbl_0447.png,phantom_lbl_0448.png,216.66,192.11,-24.55
phantom_lbl_0448.png,phantom_lbl_0449.png,192.11,224.92,32.81
phantom_lbl_0449.png,phantom_lbl_0450.png,224.92,219.61,-5.31
phantom_lbl_0450.png,phantom_lbl_0451.png,219.61,199.78,-19.82
phantom_lbl_0451.png,phantom_lbl_0452.png,199.78,224.19,24.41
phantom_lbl_0452.png,phantom_lbl_0453.png,224.19,266.18,41.99
phantom_lbl_0453.png,phantom_lbl_0454.png,266.18,266.58,0.40
phantom_lbl_0454.png,phantom_lbl_0455.png,266.58,262.85,-3.74
phantom_lbl_0455.png,phantom_lbl_0456.png,262.85,76.75,-186.10
phantom_lbl_0456.png,phantom_lbl_0457.png,76.75,279.04,202.29
phantom_lbl_0457.png,phantom_lbl_0458.png,279.04,288.93,9.89
phantom_lbl_0458.png,phantom_lbl_0459.png,288.93,277.82,-11.11
phantom_lbl_0459.png,phantom_lbl_0460.png,277.82,264.39,-13.42
phantom_lbl_0460.png,phantom_lbl_0461.png,264.39,286.77,22.38
phantom_lbl_0461.png,phantom_lbl_0462.png,286.77,272.89,-13.88
phantom_lbl_0462.png,phantom_lbl_0463.png,272.89,260.24,-12.65
phantom_lbl_0463.png,phantom_lbl_0464.png,260.24,270.38,10.13
phantom_lbl_0464.png,phantom_lbl_0465.png,270.38,270.81,0.44
phantom_lbl_0465.png,phantom_lbl_0466.png,270.81,281.18,10.36
phantom_lbl_0466.png,phantom_lbl_0467.png,281.18,61.15,-220.02
phantom_lbl_0467.png,phantom_lbl_0468.png,61.15,280.63,219.47
phantom_lbl_0468.png,phantom_lbl_0469.png,280.63,282.67,2.04
phantom_lbl_0469.png,phantom_lbl_0470.png,282.67,285.05,2.37
phantom_lbl_0470.png,phantom_lbl_0471.png,285.05,285.62,0.58
phantom_lbl_0471.png,phantom_lbl_0472.png,285.62,263.66,-21.96
phantom_lbl_0472.png,phantom_lbl_0473.png,263.66,301.13,37.47
phantom_lbl_0473.png,phantom_lbl_0474.png,301.13,283.94,-17.19
phantom_lbl_0474.png,phantom_lbl_0475.png,283.94,251.95,-31.99
phantom_lbl_0475.png,phantom_lbl_0476.png,251.95,255.54,3.59
phantom_lbl_0476.png,phantom_lbl_0477.png,255.54,299.94,44.39
phantom_lbl_0477.png,phantom_lbl_0478.png,299.94,73.33,-226.61
phantom_lbl_0478.png,phantom_lbl_0479.png,73.33,305.22,231.89
phantom_lbl_0479.png,phantom_lbl_0480.png,305.22,304.98,-0.23
phantom_lbl_0480.png,phantom_lbl_0481.png,304.98,261.50,-43.49
phantom_lbl_0481.png,phantom_lbl_0482.png,261.50,294.92,33.42
phantom_lbl_0482.png,phantom_lbl_0483.png,294.92,271.78,-23.14
phantom_lbl_0483.png,phantom_lbl_0484.png,271.78,252.39,-19.38
phantom_lbl_0484.png,phantom_lbl_0485.png,252.39,269.87,17.48
phantom_lbl_0485.png,phantom_lbl_0486.png,269.87,262.32,-7.55
phantom_lbl_0486.png,phantom_lbl_0487.png,262.32,266.95,4.63
phantom_lbl_0487.png,phantom_lbl_0488.png,266.95,294.92,27.97
phantom_lbl_0488.png,phantom_lbl_0489.png,294.92,65.18,-229.74
phantom_lbl_0489.png,phantom_lbl_0490.png,65.18,250.99,185.81
phantom_lbl_0490.png,phantom_lbl_0491.png,250.99,286.99,36.00
phantom_lbl_0491.png,phantom_lbl_0492.png,286.99,261.61,-25.38
phantom_lbl_0492.png,phantom_lbl_0493.png,261.61,264.57,2.97
phantom_lbl_0493.png,phantom_lbl_0494.png,264.57,285.53,20.95
phantom_lbl_0494.png,phantom_lbl_0495.png,285.53,319.60,34.08
phantom_lbl_0495.png,phantom_lbl_0496.png,319.60,265.97,-53.63
phantom_lbl_0496.png,phantom_lbl_0497.png,265.97,271.66,5.69
phantom_lbl_0497.png,phantom_lbl_0498.png,271.66,283.07,11.41
phantom_lbl_0498.png,phantom_lbl_0499.png,283.07,292.03,8.96
phantom_lbl_0499.png,phantom_lbl_0500.png,292.03,-31.06,-323.08
phantom_lbl_0500.png,phantom_lbl_0501.png,-31.06,15.30,46.36
phantom_lbl_0501.png,phantom_lbl_0502.png,15.30,-49.99,-65.29
phantom_lbl_0502.png,phantom_lbl_0503.png,-49.99,2.09,52.08
phantom_lbl_0503.png,phantom_lbl_0504.png,2.09,5.01,2.92
phantom_lbl_0504.png,phantom_lbl_0505.png,5.01,-16.10,-21.11
phantom_lbl_0505.png,phantom_lbl_0506.png,-16.10,-20.67,-4.57
phantom_lbl_0506.png,phantom_lbl_0507.png,-20.67,49.02,69.69
phantom_lbl_0507.png,phantom_lbl_0508.png,49.02,54.61,5.59
phantom_lbl_0508.png,phantom_lbl_0509.png,54.61,61.10,6.50
phantom_lbl_0509.png,phantom_lbl_0510.png,61.10,42.82,-18.28
phantom_lbl_0510.png,phantom_lbl_0511.png,42.82,46.84,4.01
phantom_lbl_0511.png,phantom_lbl_0512.png,46.84,69.48,22.64
phantom_lbl_0512.png,phantom_lbl_0513.png,69.48,-57.58,-127.06
phantom_lbl_0513.png,phantom_lbl_0514.png,-57.58,44.61,102.19
phantom_lbl_0514.png,phantom_lbl_0515.png,44.61,52.53,7.91
phantom_lbl_0515.png,phantom_lbl_0516.png,52.53,63.20,10.67
phantom_lbl_0516.png,phantom_lbl_0517.png,63.20,76.14,12.94
phantom_lbl_0517.png,phantom_lbl_0518.png,76.14,-11.99,-88.13
phantom_lbl_0518.png,phantom_lbl_0519.png,-11.99,-9.12,2.87
phantom_lbl_0519.png,phantom_lbl_0520.png,-9.12,-45.63,-36.51
phantom_lbl_0520.png,phantom_lbl_0521.png,-45.63,-24.12,21.51
phantom_lbl_0521.png,phantom_lbl_0522.png,-24.12,-52.31,-28.19
phantom_lbl_0522.png,phantom_lbl_0523.png,-52.31,-59.12,-6.80
phantom_lbl_0523.png,phantom_lbl_0524.png,-59.12,-56.09,3.03
phantom_lbl_0524.png,phantom_lbl_0525.png,-56.09,-60.64,-4.55
phantom_lbl_0525.png,phantom_lbl_0526.png,-60.64,-21.23,39.40
phantom_lbl_0526.png,phantom_lbl_0527.png,-21.23,9.24,30.47
phantom_lbl_0527.png,phantom_lbl_0528.png,9.24,12.96,3.72
phantom_lbl_0528.png,phantom_lbl_0529.png,12.96,-6.50,-19.45
phantom_lbl_0529.png,phantom_lbl_0530.png,-6.50,-9.96,-3.46
phantom_lbl_0530.png,phantom_lbl_0531.png,-9.96,-27.08,-17.13
phantom_lbl_0531.png,phantom_lbl_0532.png,-27.08,-37.51,-10.42
phantom_lbl_0532.png,phantom_lbl_0533.png,-37.51,-29.72,7.79
phantom_lbl_0533.png,phantom_lbl_0534.png,-29.72,52.22,81.94
phantom_lbl_0534.png,phantom_lbl_0535.png,52.22,-68.38,-120.60
phantom_lbl_0535.png,phantom_lbl_0536.png,-68.38,45.35,113.73
phantom_lbl_0536.png,phantom_lbl_0537.png,45.35,44.95,-0.40
phantom_lbl_0537.png,phantom_lbl_0538.png,44.95,70.60,25.65
phantom_lbl_0538.png,phantom_lbl_0539.png,70.60,53.29,-17.31
phantom_lbl_0539.png,phantom_lbl_0540.png,53.29,60.99,7.71
phantom_lbl_0540.png,phantom_lbl_0541.png,60.99,48.86,-12.14
phantom_lbl_0541.png,phantom_lbl_0542.png,48.86,56.05,7.19
phantom_lbl_0542.png,phantom_lbl_0543.png,56.05,49.01,-7.04
phantom_lbl_0543.png,phantom_lbl_0544.png,49.01,36.52,-12.49
phantom_lbl_0544.png,phantom_lbl_0545.png,36.52,72.42,35.91
phantom_lbl_0545.png,phantom_lbl_0546.png,72.42,-53.18,-125.60
phantom_lbl_0546.png,phantom_lbl_0547.png,-53.18,46.18,99.36
phantom_lbl_0547.png,phantom_lbl_0548.png,46.18,71.67,25.48
phantom_lbl_0548.png,phantom_lbl_0549.png,71.67,80.83,9.17
phantom_lbl_0549.png,phantom_lbl_0550.png,80.83,135.70,54.86
phantom_lbl_0552.png,phantom_lbl_0553.png,126.67,148.04,21.37
phantom_lbl_0553.png,phantom_lbl_0554.png,148.04,138.73,-9.32
phantom_lbl_0554.png,phantom_lbl_0555.png,138.73,133.55,-5.18
phantom_lbl_0555.png,phantom_lbl_0556.png,133.55,137.03,3.48
phantom_lbl_0556.png,phantom_lbl_0557.png,137.03,-43.55,-180.58
phantom_lbl_0557.png,phantom_lbl_0558.png,-43.55,140.39,183.94
phantom_lbl_0560.png,phantom_lbl_0561.png,135.45,151.78,16.33
phantom_lbl_0561.png,phantom_lbl_0562.png,151.78,157.69,5.90
phantom_lbl_0562.png,phantom_lbl_0563.png,157.69,153.23,-4.46
phantom_lbl_0563.png,phantom_lbl_0564.png,153.23,144.26,-8.97
phantom_lbl_0564.png,phantom_lbl_0565.png,144.26,136.10,-8.16
phantom_lbl_0567.png,phantom_lbl_0568.png,128.76,-55.57,-184.33
phantom_lbl_0568.png,phantom_lbl_0569.png,-55.57,138.77,194.34
phantom_lbl_0569.png,phantom_lbl_0570.png,138.77,117.48,-21.28
phantom_lbl_0570.png,phantom_lbl_0571.png,117.48,124.43,6.95
phantom_lbl_0571.png,phantom_lbl_0572.png,124.43,106.88,-17.55
phantom_lbl_0572.png,phantom_lbl_0573.png,106.88,121.70,14.82
phantom_lbl_0573.png,phantom_lbl_0574.png,121.70,130.57,8.87
phantom_lbl_0574.png,phantom_lbl_0575.png,130.57,137.33,6.77
phantom_lbl_0575.png,phantom_lbl_0576.png,137.33,130.63,-6.70
phantom_lbl_0576.png,phantom_lbl_0577.png,130.63,157.15,26.52
phantom_lbl_0577.png,phantom_lbl_0578.png,157.15,53.04,-104.11
phantom_lbl_0578.png,phantom_lbl_0579.png,53.04,-69.38,-122.42
phantom_lbl_0579.png,phantom_lbl_0580.png,-69.38,31.88,101.26
phantom_lbl_0580.png,phantom_lbl_0581.png,31.88,3.65,-28.24
phantom_lbl_0581.png,phantom_lbl_0582.png,3.65,-34.61,-38.25
phantom_lbl_0582.png,phantom_lbl_0583.png,-34.61,-55.28,-20.67
phantom_lbl_0583.png,phantom_lbl_0584.png,-55.28,-63.45,-8.17
phantom_lbl_0584.png,phantom_lbl_0585.png,-63.45,-53.31,10.13
phantom_lbl_0585.png,phantom_lbl_0586.png,-53.31,-40.95,12.36
phantom_lbl_0586.png,phantom_lbl_0587.png,-40.95,-47.23,-6.27
phantom_lbl_0587.png,phantom_lbl_0588.png,-47.23,-37.88,9.35
phantom_lbl_0588.png,phantom_lbl_0589.png,-37.88,-43.66,-5.78
phantom_lbl_0589.png,phantom_lbl_0590.png,-43.66,-43.83,-0.17
phantom_lbl_0590.png,phantom_lbl_0591.png,-43.83,-59.01,-15.18
phantom_lbl_0591.png,phantom_lbl_0592.png,-59.01,-52.09,6.91
phantom_lbl_0592.png,phantom_lbl_0593.png,-52.09,-35.54,16.56
phantom_lbl_0593.png,phantom_lbl_0594.png,-35.54,-16.26,19.27
phantom_lbl_0594.png,phantom_lbl_0595.png,-16.26,-58.82,-42.55
phantom_lbl_0595.png,phantom_lbl_0596.png,-58.82,-29.40,29.41
phantom_lbl_0596.png,phantom_lbl_0597.png,-29.40,54.70,84.11
phantom_lbl_0597.png,phantom_lbl_0598.png,54.70,40.51,-14.19
phantom_lbl_0598.png,phantom_lbl_0599.png,40.51,78.35,37.85
phantom_lbl_0599.png,phantom_lbl_0600.png,78.35,148.96,70.60
phantom_lbl_0600.png,phantom_lbl_0601.png,148.96,-57.85,-206.80
phantom_lbl_0601.png,phantom_lbl_0602.png,-57.85,125.55,183.39
phantom_lbl_0602.png,phantom_lbl_0603.png,125.55,128.67,3.12
phantom_lbl_0603.png,phantom_lbl_0604.png,128.67,145.74,17.07
phantom_lbl_0604.png,phantom_lbl_0605.png,145.74,144.36,-1.38
phantom_lbl_0605.png,phantom_lbl_0606.png,144.36,133.88,-10.49
phantom_lbl_0606.png,phantom_lbl_0607.png,133.88,136.88,3.01
phantom_lbl_0607.png,phantom_lbl_0608.png,136.88,153.48,16.59
phantom_lbl_0608.png,phantom_lbl_0609.png,153.48,146.77,-6.71
phantom_lbl_0609.png,phantom_lbl_0610.png,146.77,160.89,14.12
phantom_lbl_0610.png,phantom_lbl_0611.png,160.89,172.27,11.38
phantom_lbl_0611.png,phantom_lbl_0612.png,172.27,-24.15,-196.42
phantom_lbl_0612.png,phantom_lbl_0613.png,-24.15,-47.92,-23.78
phantom_lbl_0613.png,phantom_lbl_0614.png,-47.92,190.02,237.94
phantom_lbl_0614.png,phantom_lbl_0615.png,190.02,193.31,3.30
phantom_lbl_0615.png,phantom_lbl_0616.png,193.31,234.77,41.46
phantom_lbl_0616.png,phantom_lbl_0617.png,234.77,201.06,-33.71
phantom_lbl_0617.png,phantom_lbl_0618.png,201.06,192.99,-8.07
phantom_lbl_0618.png,phantom_lbl_0619.png,192.99,208.12,15.13
phantom_lbl_0619.png,phantom_lbl_0620.png,208.12,232.74,24.63
phantom_lbl_0620.png,phantom_lbl_0621.png,232.74,206.20,-26.54
phantom_lbl_0621.png,phantom_lbl_0622.png,206.20,226.55,20.35
phantom_lbl_0622.png,phantom_lbl_0623.png,226.55,211.12,-15.44
phantom_lbl_0623.png,phantom_lbl_0624.png,211.12,-60.13,-271.24
phantom_lbl_0624.png,phantom_lbl_0625.png,-60.13,237.21,297.34
phantom_lbl_0625.png,phantom_lbl_0626.png,237.21,258.73,21.51
phantom_lbl_0626.png,phantom_lbl_0627.png,258.73,229.23,-29.49
phantom_lbl_0627.png,phantom_lbl_0628.png,229.23,249.52,20.29
phantom_lbl_0628.png,phantom_lbl_0629.png,249.52,245.84,-3.69
phantom_lbl_0629.png,phantom_lbl_0630.png,245.84,219.47,-26.37
phantom_lbl_0630.png,phantom_lbl_0631.png,219.47,229.40,9.94
phantom_lbl_0631.png,phantom_lbl_0632.png,229.40,246.83,17.42
phantom_lbl_0632.png,phantom_lbl_0633.png,246.83,230.03,-16.80
phantom_lbl_0633.png,phantom_lbl_0634.png,230.03,252.23,22.20
phantom_lbl_0634.png,phantom_lbl_0635.png,252.23,-74.97,-327.19
phantom_lbl_0635.png,phantom_lbl_0636.png,-74.97,230.77,305.73
phantom_lbl_0636.png,phantom_lbl_0637.png,230.77,268.46,37.69
phantom_lbl_0637.png,phantom_lbl_0638.png,268.46,242.07,-26.38
phantom_lbl_0638.png,phantom_lbl_0639.png,242.07,256.90,14.83
phantom_lbl_0639.png,phantom_lbl_0640.png,256.90,235.95,-20.95
phantom_lbl_0640.png,phantom_lbl_0641.png,235.95,244.50,8.54
phantom_lbl_0641.png,phantom_lbl_0642.png,244.50,232.55,-11.94
phantom_lbl_0642.png,phantom_lbl_0643.png,232.55,260.23,27.67
phantom_lbl_0643.png,phantom_lbl_0644.png,260.23,264.79,4.56
phantom_lbl_0644.png,phantom_lbl_0645.png,264.79,250.93,-13.86
phantom_lbl_0645.png,phantom_lbl_0646.png,250.93,-28.85,-279.78
phantom_lbl_0646.png,phantom_lbl_0647.png,-28.85,250.95,279.79
phantom_lbl_0647.png,phantom_lbl_0648.png,250.95,244.92,-6.03
phantom_lbl_0648.png,phantom_lbl_0649.png,244.92,249.46,4.54
phantom_lbl_0649.png,phantom_lbl_0650.png,249.46,227.60,-21.86
phantom_lbl_0650.png,phantom_lbl_0651.png,227.60,248.08,20.48
phantom_lbl_0651.png,phantom_lbl_0652.png,248.08,269.42,21.34
phantom_lbl_0652.png,phantom_lbl_0653.png,269.42,272.41,3.00
phantom_lbl_0653.png,phantom_lbl_0654.png,272.41,276.24,3.83
phantom_lbl_0654.png,phantom_lbl_0655.png,276.24,240.55,-35.69
phantom_lbl_0655.png,phantom_lbl_0656.png,240.55,272.31,31.75
phantom_lbl_0656.png,phantom_lbl_0657.png,272.31,-23.59,-295.90
phantom_lbl_0657.png,phantom_lbl_0658.png,-23.59,247.16,270.75
phantom_lbl_0658.png,phantom_lbl_0659.png,247.16,246.15,-1.01
phantom_lbl_0659.png,phantom_lbl_0660.png,246.15,246.27,0.12
phantom_lbl_0660.png,phantom_lbl_0661.png,246.27,282.50,36.23
phantom_lbl_0661.png,phantom_lbl_0662.png,282.50,262.39,-20.11
phantom_lbl_0662.png,phantom_lbl_0663.png,262.39,255.29,-7.10
phantom_lbl_0663.png,phantom_lbl_0664.png,255.29,268.11,12.82
phantom_lbl_0666.png,phantom_lbl_0667.png,230.26,284.65,54.39
phantom_lbl_0667.png,phantom_lbl_0668.png,284.65,-54.94,-339.59
phantom_lbl_0668.png,phantom_lbl_0669.png,-54.94,238.38,293.32
phantom_lbl_0669.png,phantom_lbl_0670.png,238.38,241.83,3.45
phantom_lbl_0670.png,phantom_lbl_0671.png,241.83,265.86,24.03
phantom_lbl_0671.png,phantom_lbl_0672.png,265.86,254.39,-11.47
phantom_lbl_0672.png,phantom_lbl_0673.png,254.39,261.08,6.69
phantom_lbl_0673.png,phantom_lbl_0674.png,261.08,258.07,-3.01
phantom_lbl_0674.png,phantom_lbl_0675.png,258.07,300.22,42.15
phantom_lbl_0675.png,phantom_lbl_0676.png,300.22,275.78,-24.45
phantom_lbl_0676.png,phantom_lbl_0677.png,275.78,290.36,14.58
phantom_lbl_0677.png,phantom_lbl_0678.png,290.36,278.58,-11.78
phantom_lbl_0678.png,phantom_lbl_0679.png,278.58,-12.95,-291.53
phantom_lbl_0679.png,phantom_lbl_0680.png,-12.95,276.77,289.72
phantom_lbl_0682.png,phantom_lbl_0683.png,283.35,282.86,-0.49
phantom_lbl_0683.png,phantom_lbl_0684.png,282.86,256.58,-26.28
phantom_lbl_0684.png,phantom_lbl_0685.png,256.58,292.78,36.19
phantom_lbl_0685.png,phantom_lbl_0686.png,292.78,297.22,4.44
phantom_lbl_0686.png,phantom_lbl_0687.png,297.22,287.01,-10.21
phantom_lbl_0687.png,phantom_lbl_0688.png,287.01,286.88,-0.13
phantom_lbl_0688.png,phantom_lbl_0689.png,286.88,254.82,-32.05
phantom_lbl_0689.png,phantom_lbl_0690.png,254.82,-57.99,-312.81
phantom_lbl_0690.png,phantom_lbl_0691.png,-57.99,302.82,360.81
phantom_lbl_0691.png,phantom_lbl_0692.png,302.82,290.12,-12.69
phantom_lbl_0692.png,phantom_lbl_0693.png,290.12,309.17,19.04
phantom_lbl_0693.png,phantom_lbl_0694.png,309.17,277.94,-31.22
phantom_lbl_0694.png,phantom_lbl_0695.png,277.94,292.22,14.28
phantom_lbl_0695.png,phantom_lbl_0696.png,292.22,271.25,-20.96
phantom_lbl_0696.png,phantom_lbl_0697.png,271.25,284.36,13.11
phantom_lbl_0697.png,phantom_lbl_0698.png,284.36,286.62,2.25
phantom_lbl_0698.png,phantom_lbl_0699.png,286.62,292.80,6.19
phantom_lbl_0703.png,phantom_lbl_0704.png,296.32,236.25,-60.07
phantom_lbl_0704.png,phantom_lbl_0705.png,236.25,271.64,35.39
phantom_lbl_0705.png,phantom_lbl_0706.png,271.64,275.09,3.45
phantom_lbl_0706.png,phantom_lbl_0707.png,275.09,278.87,3.78
phantom_lbl_0707.png,phantom_lbl_0708.png,278.87,291.14,12.26
phantom_lbl_0708.png,phantom_lbl_0709.png,291.14,287.94,-3.19
phantom_lbl_0709.png,phantom_lbl_0710.png,287.94,250.64,-37.31
phantom_lbl_0710.png,phantom_lbl_0711.png,250.64,308.54,57.90
phantom_lbl_0711.png,phantom_lbl_0712.png,308.54,-34.15,-342.69
phantom_lbl_0712.png,phantom_lbl_0713.png,-34.15,261.44,295.59
phantom_lbl_0713.png,phantom_lbl_0714.png,261.44,291.81,30.37
phantom_lbl_0714.png,phantom_lbl_0715.png,291.81,266.78,-25.04
phantom_lbl_0715.png,phantom_lbl_0716.png,266.78,286.74,19.96
phantom_lbl_0716.png,phantom_lbl_0717.png,286.74,285.53,-1.20
phantom_lbl_0717.png,phantom_lbl_0718.png,285.53,278.35,-7.19
phantom_lbl_0718.png,phantom_lbl_0719.png,278.35,292.18,13.83
phantom_lbl_0719.png,phantom_lbl_0720.png,292.18,279.09,-13.09
phantom_lbl_0720.png,phantom_lbl_0721.png,279.09,286.61,7.53
phantom_lbl_0721.png,phantom_lbl_0722.png,286.61,251.14,-35.47
phantom_lbl_0722.png,phantom_lbl_0723.png,251.14,9.42,-241.72
phantom_lbl_0723.png,phantom_lbl_0724.png,9.42,-51.92,-61.35
phantom_lbl_0724.png,phantom_lbl_0725.png,-51.92,269.44,321.36
phantom_lbl_0725.png,phantom_lbl_0726.png,269.44,307.03,37.58
phantom_lbl_0726.png,phantom_lbl_0727.png,307.03,261.54,-45.48
phantom_lbl_0727.png,phantom_lbl_0728.png,261.54,266.48,4.94
phantom_lbl_0728.png,phantom_lbl_0729.png,266.48,277.06,10.58
phantom_lbl_0731.png,phantom_lbl_0732.png,295.09,294.28,-0.81
phantom_lbl_0732.png,phantom_lbl_0733.png,294.28,318.54,24.25
phantom_lbl_0733.png,phantom_lbl_0734.png,318.54,307.86,-10.67
phantom_lbl_0734.png,phantom_lbl_0735.png,307.86,-57.31,-365.18
phantom_lbl_0735.png,phantom_lbl_0736.png,-57.31,273.37,330.68
phantom_lbl_0736.png,phantom_lbl_0737.png,273.37,271.18,-2.19
phantom_lbl_0737.png,phantom_lbl_0738.png,271.18,281.13,9.95
phantom_lbl_0738.png,phantom_lbl_0739.png,281.13,285.77,4.64
phantom_lbl_0739.png,phantom_lbl_0740.png,285.77,269.88,-15.89
phantom_lbl_0740.png,phantom_lbl_0741.png,269.88,294.70,24.82
phantom_lbl_0741.png,phantom_lbl_0742.png,294.70,276.94,-17.76
phantom_lbl_0744.png,phantom_lbl_0745.png,283.66,269.12,-14.55
phantom_lbl_0745.png,phantom_lbl_0746.png,269.12,-28.39,-297.50
phantom_lbl_0746.png,phantom_lbl_0747.png,-28.39,309.17,337.56
phantom_lbl_0747.png,phantom_lbl_0748.png,309.17,283.80,-25.37
phantom_lbl_0750.png,phantom_lbl_0751.png,313.09,279.39,-33.70
phantom_lbl_0751.png,phantom_lbl_0752.png,279.39,278.92,-0.47
