Image1,Image2,Angle1_deg,Angle2_deg,Delta_deg
phantom_lbl_0752.png,phantom_lbl_0753.png,278.92,279.81,0.89
phantom_lbl_0753.png,phantom_lbl_0754.png,279.81,305.98,26.17
phantom_lbl_0754.png,phantom_lbl_0755.png,305.98,290.11,-15.87
phantom_lbl_0755.png,phantom_lbl_0756.png,290.11,265.30,-24.81
phantom_lbl_0756.png,phantom_lbl_0757.png,265.30,-88.78,-354.08
phantom_lbl_0757.png,phantom_lbl_0758.png,-88.78,289.71,378.49
phantom_lbl_0758.png,phantom_lbl_0759.png,289.71,322.50,32.79
phantom_lbl_0759.png,phantom_lbl_0760.png,322.50,322.77,0.27
phantom_lbl_0762.png,phantom_lbl_0763.png,375.72,293.54,-82.18
phantom_lbl_0763.png,phantom_lbl_0764.png,293.54,287.46,-6.08
phantom_lbl_0764.png,phantom_lbl_0765.png,287.46,314.42,26.96
phantom_lbl_0765.png,phantom_lbl_0766.png,314.42,304.98,-9.44
phantom_lbl_0766.png,phantom_lbl_0767.png,304.98,293.87,-11.11
phantom_lbl_0769.png,phantom_lbl_0770.png,241.46,276.82,35.36
phantom_lbl_0770.png,phantom_lbl_0771.png,276.82,267.73,-9.10
phantom_lbl_0771.png,phantom_lbl_0772.png,267.73,295.13,27.40
phantom_lbl_0774.png,phantom_lbl_0775.png,268.82,279.86,11.04
phantom_lbl_0775.png,phantom_lbl_0776.png,279.86,299.37,19.51
phantom_lbl_0776.png,phantom_lbl_0777.png,299.37,279.54,-19.83
phantom_lbl_0777.png,phantom_lbl_0778.png,279.54,264.71,-14.83
phantom_lbl_0778.png,phantom_lbl_0779.png,264.71,-73.55,-338.26
phantom_lbl_0779.png,phantom_lbl_0780.png,-73.55,270.59,344.14
phantom_lbl_0780.png,phantom_lbl_0781.png,270.59,304.62,34.02
phantom_lbl_0781.png,phantom_lbl_0782.png,304.62,279.01,-25.61
phantom_lbl_0782.png,phantom_lbl_0783.png,279.01,286.46,7.45
phantom_lbl_0783.png,phantom_lbl_0784.png,286.46,304.48,18.02
phantom_lbl_0784.png,phantom_lbl_0785.png,304.48,284.26,-20.22
phantom_lbl_0785.png,phantom_lbl_0786.png,284.26,304.24,19.98
phantom_lbl_0786.png,phantom_lbl_0787.png,304.24,312.36,8.13
phantom_lbl_0787.png,phantom_lbl_0788.png,312.36,305.97,-6.39
phantom_lbl_0788.png,phantom_lbl_0789.png,305.97,321.45,15.48
phantom_lbl_0789.png,phantom_lbl_0790.png,321.45,-53.36,-374.82
phantom_lbl_0790.png,phantom_lbl_0791.png,-53.36,319.96,373.32
phantom_lbl_0791.png,phantom_lbl_0792.png,319.96,313.82,-6.14
phantom_lbl_0792.png,phantom_lbl_0793.png,313.82,294.68,-19.14
phantom_lbl_0793.png,phantom_lbl_0794.png,294.68,286.02,-8.66
phantom_lbl_0794.png,phantom_lbl_0795.png,286.02,292.00,5.98
phantom_lbl_0795.png,phantom_lbl_0796.png,292.00,289.20,-2.80
phantom_lbl_0796.png,phantom_lbl_0797.png,289.20,233.47,-55.73
phantom_lbl_0797.png,phantom_lbl_0798.png,233.47,246.55,13.07
phantom_lbl_0798.png,phantom_lbl_0799.png,246.55,325.06,78.52
phantom_lbl_0799.png,phantom_lbl_0800.png,325.06,306.33,-18.73
phantom_lbl_0800.png,phantom_lbl_0801.png,306.33,-56.30,-362.63
phantom_lbl_0801.png,phantom_lbl_0802.png,-56.30,343.02,399.32
phantom_lbl_0802.png,phantom_lbl_0803.png,343.02,353.88,10.86
phantom_lbl_0803.png,phantom_lbl_0804.png,353.88,411.29,57.41
phantom_lbl_0804.png,phantom_lbl_0805.png,411.29,430.74,19.45
phantom_lbl_0805.png,phantom_lbl_0806.png,430.74,339.00,-91.74
phantom_lbl_0806.png,phantom_lbl_0807.png,339.00,317.69,-21.31
phantom_lbl_0807.png,phantom_lbl_0808.png,317.69,326.40,8.71
phantom_lbl_0808.png,phantom_lbl_0809.png,326.40,276.62,-49.78
phantom_lbl_0811.png,phantom_lbl_0812.png,258.22,-36.44,-294.66
phantom_lbl_0812.png,phantom_lbl_0813.png,-36.44,285.04,321.49
phantom_lbl_0813.png,phantom_lbl_0814.png,285.04,252.53,-32.51
phantom_lbl_0814.png,phantom_lbl_0815.png,252.53,250.25,-2.28
phantom_lbl_0815.png,phantom_lbl_0816.png,250.25,283.68,33.43
phantom_lbl_0816.png,phantom_lbl_0817.png,283.68,268.41,-15.27
phantom_lbl_0817.png,phantom_lbl_0818.png,268.41,374.93,106.53
phantom_lbl_0818.png,phantom_lbl_0819.png,374.93,443.88,68.95
phantom_lbl_0819.png,phantom_lbl_0820.png,443.88,313.46,-130.43
phantom_lbl_0820.png,phantom_lbl_0821.png,313.46,311.27,-2.19
phantom_lbl_0821.png,phantom_lbl_0822.png,311.27,322.14,10.87
phantom_lbl_0822.png,phantom_lbl_0823.png,322.14,-4.66,-326.81
phantom_lbl_0823.png,phantom_lbl_0824.png,-4.66,305.80,310.46
phantom_lbl_0824.png,phantom_lbl_0825.png,305.80,314.82,9.01
phantom_lbl_0825.png,phantom_lbl_0826.png,314.82,284.07,-30.75
phantom_lbl_0826.png,phantom_lbl_0827.png,284.07,252.05,-32.02
phantom_lbl_0827.png,phantom_lbl_0828.png,252.05,296.54,44.49
phantom_lbl_0828.png,phantom_lbl_0829.png,296.54,308.29,11.75
phantom_lbl_0829.png,phantom_lbl_0830.png,308.29,273.86,-34.43
phantom_lbl_0830.png,phantom_lbl_0831.png,273.86,306.23,32.37
phantom_lbl_0831.png,phantom_lbl_0832.png,306.23,275.45,-30.78
phantom_lbl_0832.png,phantom_lbl_0833.png,275.45,323.07,47.61
phantom_lbl_0833.png,phantom_lbl_0834.png,323.07,-15.81,-338.88
phantom_lbl_0834.png,phantom_lbl_0835.png,-15.81,-6.45,9.36
phantom_lbl_0835.png,phantom_lbl_0836.png,-6.45,311.92,318.37
phantom_lbl_0836.png,phantom_lbl_0837.png,311.92,250.77,-61.15
phantom_lbl_0837.png,phantom_lbl_0838.png,250.77,282.33,31.56
phantom_lbl_0838.png,phantom_lbl_0839.png,282.33,266.81,-15.52
phantom_lbl_0839.png,phantom_lbl_0840.png,266.81,266.46,-0.35
phantom_lbl_0840.png,phantom_lbl_0841.png,266.46,255.65,-10.82
phantom_lbl_0841.png,phantom_lbl_0842.png,255.65,242.79,-12.85
phantom_lbl_0842.png,phantom_lbl_0843.png,242.79,268.15,25.36
phantom_lbl_0843.png,phantom_lbl_0844.png,268.15,225.68,-42.48
phantom_lbl_0844.png,phantom_lbl_0845.png,225.68,187.33,-38.35
phantom_lbl_0845.png,phantom_lbl_0846.png,187.33,-24.71,-212.04
phantom_lbl_0846.png,phantom_lbl_0847.png,-24.71,191.23,215.94
phantom_lbl_0847.png,phantom_lbl_0848.png,191.23,215.14,23.91
phantom_lbl_0848.png,phantom_lbl_0849.png,215.14,201.97,-13.17
phantom_lbl_0849.png,phantom_lbl_0850.png,201.97,208.56,6.59
phantom_lbl_0850.png,phantom_lbl_0851.png,208.56,205.62,-2.94
phantom_lbl_0851.png,phantom_lbl_0852.png,205.62,213.79,8.16
phantom_lbl_0852.png,phantom_lbl_0853.png,213.79,183.64,-30.15
phantom_lbl_0853.png,phantom_lbl_0854.png,183.64,224.27,40.63
phantom_lbl_0854.png,phantom_lbl_0855.png,224.27,220.12,-4.15
phantom_lbl_0855.png,phantom_lbl_0856.png,220.12,222.34,2.22
phantom_lbl_0856.png,phantom_lbl_0857.png,222.34,-20.33,-242.66
phantom_lbl_0857.png,phantom_lbl_0858.png,-20.33,250.75,271.07
phantom_lbl_0860.png,phantom_lbl_0861.png,247.94,242.79,-5.15
phantom_lbl_0861.png,phantom_lbl_0862.png,242.79,254.83,12.03
phantom_lbl_0862.png,phantom_lbl_0863.png,254.83,230.81,-24.01
phantom_lbl_0863.png,phantom_lbl_0864.png,230.81,241.30,10.49
phantom_lbl_0864.png,phantom_lbl_0865.png,241.30,240.18,-1.12
phantom_lbl_0865.png,phantom_lbl_0866.png,240.18,234.12,-6.06
phantom_lbl_0866.png,phantom_lbl_0867.png,234.12,260.36,26.23
phantom_lbl_0867.png,phantom_lbl_0868.png,260.36,-4.12,-264.47
phantom_lbl_0868.png,phantom_lbl_0869.png,-4.12,266.63,270.75
phantom_lbl_0869.png,phantom_lbl_0870.png,266.63,261.92,-4.71
phantom_lbl_0870.png,phantom_lbl_0871.png,261.92,236.43,-25.49
phantom_lbl_0871.png,phantom_lbl_0872.png,236.43,227.00,-9.43
phantom_lbl_0872.png,phantom_lbl_0873.png,227.00,237.62,10.62
phantom_lbl_0873.png,phantom_lbl_0874.png,237.62,270.76,33.14
phantom_lbl_0874.png,phantom_lbl_0875.png,270.76,237.93,-32.83
phantom_lbl_0875.png,phantom_lbl_0876.png,237.93,240.91,2.98
phantom_lbl_0876.png,phantom_lbl_0877.png,240.91,249.59,8.68
phantom_lbl_0877.png,phantom_lbl_0878.png,249.59,215.15,-34.44
phantom_lbl_0878.png,phantom_lbl_0879.png,215.15,-13.83,-228.98
phantom_lbl_0879.png,phantom_lbl_0880.png,-13.83,235.10,248.93
phantom_lbl_0880.png,phantom_lbl_0881.png,235.10,231.66,-3.44
phantom_lbl_0881.png,phantom_lbl_0882.png,231.66,234.23,2.57
phantom_lbl_0884.png,phantom_lbl_0885.png,245.80,240.08,-5.72
phantom_lbl_0885.png,phantom_lbl_0886.png,240.08,198.57,-41.50
phantom_lbl_0886.png,phantom_lbl_0887.png,198.57,203.53,4.95
phantom_lbl_0887.png,phantom_lbl_0888.png,203.53,207.63,4.10
phantom_lbl_0888.png,phantom_lbl_0889.png,207.63,218.39,10.77
phantom_lbl_0889.png,phantom_lbl_0890.png,218.39,15.30,-203.09
phantom_lbl_0890.png,phantom_lbl_0891.png,15.30,217.94,202.64
phantom_lbl_0891.png,phantom_lbl_0892.png,217.94,218.81,0.87
phantom_lbl_0892.png,phantom_lbl_0893.png,218.81,217.27,-1.54
phantom_lbl_0893.png,phantom_lbl_0894.png,217.27,207.33,-9.94
phantom_lbl_0894.png,phantom_lbl_0895.png,207.33,199.88,-7.45
phantom_lbl_0895.png,phantom_lbl_0896.png,199.88,208.66,8.78
phantom_lbl_0896.png,phantom_lbl_0897.png,208.66,200.13,-8.53
phantom_lbl_0897.png,phantom_lbl_0898.png,200.13,198.57,-1.56
phantom_lbl_0898.png,phantom_lbl_0899.png,198.57,220.38,21.81
phantom_lbl_0899.png,phantom_lbl_0900.png,220.38,204.54,-15.84
phantom_lbl_0900.png,phantom_lbl_0901.png,204.54,27.73,-176.81
phantom_lbl_0901.png,phantom_lbl_0902.png,27.73,232.99,205.26
phantom_lbl_0902.png,phantom_lbl_0903.png,232.99,251.10,18.11
phantom_lbl_0903.png,phantom_lbl_0904.png,251.10,117.20,-133.90
phantom_lbl_0904.png,phantom_lbl_0905.png,117.20,93.04,-24.16
phantom_lbl_0905.png,phantom_lbl_0906.png,93.04,103.15,10.11
phantom_lbl_0906.png,phantom_lbl_0907.png,103.15,102.82,-0.33
phantom_lbl_0907.png,phantom_lbl_0908.png,102.82,304.74,201.92
phantom_lbl_0908.png,phantom_lbl_0909.png,304.74,314.27,9.53
phantom_lbl_0909.png,phantom_lbl_0910.png,314.27,290.19,-24.07
phantom_lbl_0910.png,phantom_lbl_0911.png,290.19,312.41,22.22
phantom_lbl_0911.png,phantom_lbl_0912.png,312.41,40.45,-271.96
phantom_lbl_0912.png,phantom_lbl_0913.png,40.45,318.64,278.19
phantom_lbl_0913.png,phantom_lbl_0914.png,318.64,347.31,28.66
phantom_lbl_0914.png,phantom_lbl_0915.png,347.31,274.22,-73.09
phantom_lbl_0915.png,phantom_lbl_0916.png,274.22,285.24,11.02
phantom_lbl_0916.png,phantom_lbl_0917.png,285.24,261.03,-24.21
phantom_lbl_0917.png,phantom_lbl_0918.png,261.03,255.18,-5.85
phantom_lbl_0918.png,phantom_lbl_0919.png,255.18,234.74,-20.44
phantom_lbl_0919.png,phantom_lbl_0920.png,234.74,252.04,17.31
phantom_lbl_0920.png,phantom_lbl_0921.png,252.04,239.07,-12.97
phantom_lbl_0921.png,phantom_lbl_0922.png,239.07,220.69,-18.38
phantom_lbl_0922.png,phantom_lbl_0923.png,220.69,51.59,-169.10
phantom_lbl_0923.png,phantom_lbl_0924.png,51.59,217.28,165.69
phantom_lbl_0924.png,phantom_lbl_0925.png,217.28,229.84,12.56
phantom_lbl_0925.png,phantom_lbl_0926.png,229.84,227.61,-2.23
phantom_lbl_0926.png,phantom_lbl_0927.png,227.61,232.01,4.39
phantom_lbl_0927.png,phantom_lbl_0928.png,232.01,212.84,-19.17
phantom_lbl_0928.png,phantom_lbl_0929.png,212.84,204.68,-8.16
phantom_lbl_0929.png,phantom_lbl_0930.png,204.68,201.91,-2.77
phantom_lbl_0930.png,phantom_lbl_0931.png,201.91,191.64,-10.26
phantom_lbl_0931.png,phantom_lbl_0932.png,191.64,103.95,-87.69
phantom_lbl_0932.png,phantom_lbl_0933.png,103.95,92.92,-11.03
phantom_lbl_0933.png,phantom_lbl_0934.png,92.92,55.51,-37.41
phantom_lbl_0934.png,phantom_lbl_0935.png,55.51,176.01,120.50
phantom_lbl_0935.png,phantom_lbl_0936.png,176.01,237.52,61.51
phantom_lbl_0936.png,phantom_lbl_0937.png,237.52,202.66,-34.86
phantom_lbl_0937.png,phantom_lbl_0938.png,202.66,279.66,76.99
phantom_lbl_0938.png,phantom_lbl_0939.png,279.66,300.55,20.90
phantom_lbl_0939.png,phantom_lbl_0940.png,300.55,321.80,21.25
phantom_lbl_0940.png,phantom_lbl_0941.png,321.80,294.30,-27.50
phantom_lbl_0941.png,phantom_lbl_0942.png,294.30,285.25,-9.05
phantom_lbl_0942.png,phantom_lbl_0943.png,285.25,298.60,13.35
phantom_lbl_0943.png,phantom_lbl_0944.png,298.60,296.84,-1.77
phantom_lbl_0944.png,phantom_lbl_0945.png,296.84,-25.72,-322.55
phantom_lbl_0945.png,phantom_lbl_0946.png,-25.72,76.63,102.35
phantom_lbl_0946.png,phantom_lbl_0947.png,76.63,106.17,29.54
phantom_lbl_0947.png,phantom_lbl_0948.png,106.17,105.94,-0.23
phantom_lbl_0948.png,phantom_lbl_0949.png,105.94,96.39,-9.55
phantom_lbl_0949.png,phantom_lbl_0950.png,96.39,65.05,-31.34
phantom_lbl_0950.png,phantom_lbl_0951.png,65.05,63.29,-1.76
phantom_lbl_0951.png,phantom_lbl_0952.png,63.29,88.61,25.32
phantom_lbl_0952.png,phantom_lbl_0953.png,88.61,137.91,49.30
phantom_lbl_0953.png,phantom_lbl_0954.png,137.91,141.80,3.88
phantom_lbl_0954.png,phantom_lbl_0955.png,141.80,131.04,-10.75
phantom_lbl_0955.png,phantom_lbl_0956.png,131.04,-20.85,-151.89
phantom_lbl_0956.png,phantom_lbl_0957.png,-20.85,139.44,160.29
phantom_lbl_0957.png,phantom_lbl_0958.png,139.44,129.21,-10.22
phantom_lbl_0958.png,phantom_lbl_0959.png,129.21,147.82,18.60
phantom_lbl_0959.png,phantom_lbl_0960.png,147.82,139.62,-8.20
phantom_lbl_0960.png,phantom_lbl_0961.png,139.62,140.42,0.80
phantom_lbl_0961.png,phantom_lbl_0962.png,140.42,152.31,11.89
phantom_lbl_0962.png,phantom_lbl_0963.png,152.31,143.78,-8.53
phantom_lbl_0963.png,phantom_lbl_0964.png,143.78,135.43,-8.36
phantom_lbl_0964.png,phantom_lbl_0965.png,135.43,136.42,0.99
phantom_lbl_0965.png,phantom_lbl_0966.png,136.42,138.34,1.93
phantom_lbl_0966.png,phantom_lbl_0967.png,138.34,-22.19,-160.54
phantom_lbl_0967.png,phantom_lbl_0968.png,-22.19,157.35,179.55
phantom_lbl_0968.png,phantom_lbl_0969.png,157.35,55.69,-101.67
phantom_lbl_0969.png,phantom_lbl_0970.png,55.69,60.58,4.89
phantom_lbl_0972.png,phantom_lbl_0973.png,31.59,81.19,49.60
phantom_lbl_0973.png,phantom_lbl_0974.png,81.19,71.33,-9.87
phantom_lbl_0974.png,phantom_lbl_0975.png,71.33,53.56,-17.76
phantom_lbl_0975.png,phantom_lbl_0976.png,53.56,80.53,26.97
phantom_lbl_0976.png,phantom_lbl_0977.png,80.53,63.06,-17.48
phantom_lbl_0977.png,phantom_lbl_0978.png,63.06,-50.30,-113.36
phantom_lbl_0978.png,phantom_lbl_0979.png,-50.30,39.51,89.82
phantom_lbl_0979.png,phantom_lbl_0980.png,39.51,59.61,20.10
phantom_lbl_0980.png,phantom_lbl_0981.png,59.61,45.12,-14.49
phantom_lbl_0981.png,phantom_lbl_0982.png,45.12,-5.32,-50.44
phantom_lbl_0982.png,phantom_lbl_0983.png,-5.32,-55.05,-49.72
phantom_lbl_0983.png,phantom_lbl_0984.png,-55.05,-28.97,26.07
phantom_lbl_0984.png,phantom_lbl_0985.png,-28.97,-4.77,24.20
phantom_lbl_0985.png,phantom_lbl_0986.png,-4.77,-27.34,-22.57
phantom_lbl_0986.png,phantom_lbl_0987.png,-27.34,-42.86,-15.51
phantom_lbl_0987.png,phantom_lbl_0988.png,-42.86,-21.07,21.79
phantom_lbl_0988.png,phantom_lbl_0989.png,-21.07,-61.43,-40.36
phantom_lbl_0989.png,phantom_lbl_0990.png,-61.43,-40.80,20.63
phantom_lbl_0990.png,phantom_lbl_0991.png,-40.80,-46.36,-5.56
phantom_lbl_0991.png,phantom_lbl_0992.png,-46.36,-50.12,-3.76
phantom_lbl_0992.png,phantom_lbl_0993.png,-50.12,-87.48,-37.36
phantom_lbl_0993.png,phantom_lbl_0994.png,-87.48,-70.22,17.26
phantom_lbl_0994.png,phantom_lbl_0995.png,-70.22,-82.80,-12.58
phantom_lbl_0995.png,phantom_lbl_0996.png,-82.80,-57.51,25.29
phantom_lbl_0996.png,phantom_lbl_0997.png,-57.51,-49.45,8.05
phantom_lbl_0997.png,phantom_lbl_0998.png,-49.45,-56.65,-7.20
phantom_lbl_0998.png,phantom_lbl_0999.png,-56.65,-23.00,33.65
phantom_lbl_0999.png,phantom_lbl_1000.png,-23.00,46.13,69.13
phantom_lbl_1000.png,phantom_lbl_1001.png,46.13,82.54,36.40
phantom_lbl_1001.png,phantom_lbl_1002.png,82.54,81.71,-0.83
phantom_lbl_1002.png,phantom_lbl_1003.png,81.71,-53.45,-135.16
phantom_lbl_1003.png,phantom_lbl_1004.png,-53.45,-56.39,-2.94
phantom_lbl_1004.png,phantom_lbl_1005.png,-56.39,-64.12,-7.73
phantom_lbl_1005.png,phantom_lbl_1006.png,-64.12,-78.02,-13.91
phantom_lbl_1006.png,phantom_lbl_1007.png,-78.02,-63.37,14.65
phantom_lbl_1007.png,phantom_lbl_1008.png,-63.37,-67.92,-4.55
phantom_lbl_1008.png,phantom_lbl_1009.png,-67.92,-70.97,-3.05
phantom_lbl_1009.png,phantom_lbl_1010.png,-70.97,-79.41,-8.44
phantom_lbl_1010.png,phantom_lbl_1011.png,-79.41,-66.10,13.31
phantom_lbl_1011.png,phantom_lbl_1012.png,-66.10,-71.29,-5.19
phantom_lbl_1012.png,phantom_lbl_1013.png,-71.29,51.39,122.68
phantom_lbl_1013.png,phantom_lbl_1014.png,51.39,-53.98,-105.37
phantom_lbl_1014.png,phantom_lbl_1015.png,-53.98,-71.92,-17.94
phantom_lbl_1015.png,phantom_lbl_1016.png,-71.92,-76.98,-5.06
phantom_lbl_1016.png,phantom_lbl_1017.png,-76.98,-76.11,0.87
phantom_lbl_1017.png,phantom_lbl_1018.png,-76.11,-82.20,-6.09
phantom_lbl_1018.png,phantom_lbl_1019.png,-82.20,-57.87,24.32
phantom_lbl_1019.png,phantom_lbl_1020.png,-57.87,-55.99,1.89
phantom_lbl_1020.png,phantom_lbl_1021.png,-55.99,-60.69,-4.70
phantom_lbl_1021.png,phantom_lbl_1022.png,-60.69,-45.25,15.44
phantom_lbl_1022.png,phantom_lbl_1023.png,-45.25,-44.26,0.99
phantom_lbl_1023.png,phantom_lbl_1024.png,-44.26,15.22,59.48
phantom_lbl_1024.png,phantom_lbl_1025.png,15.22,-72.88,-88.10
phantom_lbl_1025.png,phantom_lbl_1026.png,-72.88,-58.20,14.67
phantom_lbl_1026.png,phantom_lbl_1027.png,-58.20,-96.36,-38.15
phantom_lbl_1027.png,phantom_lbl_1028.png,-96.36,-72.20,24.16
phantom_lbl_1028.png,phantom_lbl_1029.png,-72.20,-70.47,1.73
phantom_lbl_1031.png,phantom_lbl_1032.png,-54.84,-68.94,-14.10
phantom_lbl_1032.png,phantom_lbl_1033.png,-68.94,-58.17,10.77
phantom_lbl_1033.png,phantom_lbl_1034.png,-58.17,-47.43,10.75
phantom_lbl_1034.png,phantom_lbl_1035.png,-47.43,29.01,76.44
phantom_lbl_1035.png,phantom_lbl_1036.png,29.01,-67.02,-96.04
phantom_lbl_1036.png,phantom_lbl_1037.png,-67.02,-43.07,23.95
phantom_lbl_1037.png,phantom_lbl_1038.png,-43.07,48.06,91.13
phantom_lbl_1038.png,phantom_lbl_1039.png,48.06,41.57,-6.48
phantom_lbl_1039.png,phantom_lbl_1040.png,41.57,54.70,13.13
phantom_lbl_1040.png,phantom_lbl_1041.png,54.70,69.11,14.41
phantom_lbl_1041.png,phantom_lbl_1042.png,69.11,40.15,-28.96
phantom_lbl_1042.png,phantom_lbl_1043.png,40.15,93.26,53.11
phantom_lbl_1043.png,phantom_lbl_1044.png,93.26,57.67,-35.59
phantom_lbl_1044.png,phantom_lbl_1045.png,57.67,42.49,-15.17
phantom_lbl_1045.png,phantom_lbl_1046.png,42.49,8.91,-33.59
phantom_lbl_1049.png,phantom_lbl_1050.png,44.11,83.04,38.93
phantom_lbl_1050.png,phantom_lbl_1051.png,83.04,59.19,-23.85
phantom_lbl_1051.png,phantom_lbl_1052.png,59.19,97.44,38.25
phantom_lbl_1052.png,phantom_lbl_1053.png,97.44,96.16,-1.28
phantom_lbl_1053.png,phantom_lbl_1054.png,96.16,94.16,-2.00
phantom_lbl_1054.png,phantom_lbl_1055.png,94.16,92.26,-1.90
phantom_lbl_1055.png,phantom_lbl_1056.png,92.26,76.46,-15.80
phantom_lbl_1056.png,phantom_lbl_1057.png,76.46,28.93,-47.53
phantom_lbl_1057.png,phantom_lbl_1058.png,28.93,53.22,24.29
phantom_lbl_1058.png,phantom_lbl_1059.png,53.22,100.76,47.54
phantom_lbl_1059.png,phantom_lbl_1060.png,100.76,77.02,-23.73
phantom_lbl_1060.png,phantom_lbl_1061.png,77.02,118.08,41.05
phantom_lbl_1061.png,phantom_lbl_1062.png,118.08,81.72,-36.36
phantom_lbl_1062.png,phantom_lbl_1063.png,81.72,96.21,14.49
phantom_lbl_1063.png,phantom_lbl_1064.png,96.21,89.57,-6.64
phantom_lbl_1064.png,phantom_lbl_1065.png,89.57,91.80,2.23
phantom_lbl_1065.png,phantom_lbl_1066.png,91.80,103.81,12.01
phantom_lbl_1066.png,phantom_lbl_1067.png,103.81,139.22,35.41
phantom_lbl_1067.png,phantom_lbl_1068.png,139.22,1.44,-137.78
phantom_lbl_1068.png,phantom_lbl_1069.png,1.44,126.22,124.78
phantom_lbl_1069.png,phantom_lbl_1070.png,126.22,104.86,-21.35
phantom_lbl_1072.png,phantom_lbl_1073.png,80.31,111.34,31.04
phantom_lbl_1073.png,phantom_lbl_1074.png,111.34,115.24,3.89
phantom_lbl_1074.png,phantom_lbl_1075.png,115.24,101.54,-13.69
phantom_lbl_1075.png,phantom_lbl_1076.png,101.54,110.50,8.96
phantom_lbl_1076.png,phantom_lbl_1077.png,110.50,169.02,58.52
phantom_lbl_1077.png,phantom_lbl_1078.png,169.02,233.96,64.94
phantom_lbl_1078.png,phantom_lbl_1079.png,233.96,3.05,-230.91
phantom_lbl_1079.png,phantom_lbl_1080.png,3.05,230.44,227.39
phantom_lbl_1083.png,phantom_lbl_1084.png,252.32,100.98,-151.34
phantom_lbl_1084.png,phantom_lbl_1085.png,100.98,85.37,-15.61
phantom_lbl_1085.png,phantom_lbl_1086.png,85.37,113.96,28.59
phantom_lbl_1086.png,phantom_lbl_1087.png,113.96,266.27,152.31
phantom_lbl_1087.png,phantom_lbl_1088.png,266.27,279.43,13.16
phantom_lbl_1088.png,phantom_lbl_1089.png,279.43,290.95,11.53
phantom_lbl_1089.png,phantom_lbl_1090.png,290.95,10.00,-280.95
phantom_lbl_1090.png,phantom_lbl_1091.png,10.00,255.88,245.88
phantom_lbl_1091.png,phantom_lbl_1092.png,255.88,246.84,-9.05
phantom_lbl_1092.png,phantom_lbl_1093.png,246.84,135.53,-111.31
phantom_lbl_1093.png,phantom_lbl_1094.png,135.53,127.87,-7.66
phantom_lbl_1094.png,phantom_lbl_1095.png,127.87,134.50,6.63
phantom_lbl_1095.png,phantom_lbl_1096.png,134.50,108.82,-25.68
phantom_lbl_1096.png,phantom_lbl_1097.png,108.82,140.97,32.15
phantom_lbl_1097.png,phantom_lbl_1098.png,140.97,185.51,44.53
phantom_lbl_1098.png,phantom_lbl_1099.png,185.51,158.76,-26.74
phantom_lbl_1099.png,phantom_lbl_1100.png,158.76,151.03,-7.73
phantom_lbl_1100.png,phantom_lbl_1101.png,151.03,2.34,-148.69
phantom_lbl_1101.png,phantom_lbl_1102.png,2.34,137.01,134.66
phantom_lbl_1102.png,phantom_lbl_1103.png,137.01,128.39,-8.62
phantom_lbl_1103.png,phantom_lbl_1104.png,128.39,156.53,28.14
phantom_lbl_1104.png,phantom_lbl_1105.png,156.53,140.33,-16.20
phantom_lbl_1105.png,phantom_lbl_1106.png,140.33,132.99,-7.34
phantom_lbl_1106.png,phantom_lbl_1107.png,132.99,154.22,21.23
phantom_lbl_1107.png,phantom_lbl_1108.png,154.22,159.42,5.20
phantom_lbl_1108.png,phantom_lbl_1109.png,159.42,179.93,20.51
phantom_lbl_1109.png,phantom_lbl_1110.png,179.93,148.71,-31.21
phantom_lbl_1110.png,phantom_lbl_1111.png,148.71,137.81,-10.91
phantom_lbl_1111.png,phantom_lbl_1112.png,137.81,74.45,-63.36
phantom_lbl_1112.png,phantom_lbl_1113.png,74.45,21.06,-53.39
phantom_lbl_1113.png,phantom_lbl_1114.png,21.06,157.55,136.49
phantom_lbl_1114.png,phantom_lbl_1115.png,157.55,161.09,3.53
phantom_lbl_1115.png,phantom_lbl_1116.png,161.09,150.81,-10.27
phantom_lbl_1116.png,phantom_lbl_1117.png,150.81,186.75,35.94
phantom_lbl_1117.png,phantom_lbl_1118.png,186.75,146.51,-40.24
phantom_lbl_1118.png,phantom_lbl_1119.png,146.51,141.19,-5.32
phantom_lbl_1119.png,phantom_lbl_1120.png,141.19,141.93,0.74
phantom_lbl_1120.png,phantom_lbl_1121.png,141.93,155.13,13.20
phantom_lbl_1121.png,phantom_lbl_1122.png,155.13,156.40,1.26
phantom_lbl_1122.png,phantom_lbl_1123.png,156.40,136.91,-19.49
phantom_lbl_1123.png,phantom_lbl_1124.png,136.91,41.78,-95.13
phantom_lbl_1124.png,phantom_lbl_1125.png,41.78,141.46,99.68
phantom_lbl_1125.png,phantom_lbl_1126.png,141.46,128.88,-12.58
phantom_lbl_1126.png,phantom_lbl_1127.png,128.88,120.55,-8.33
phantom_lbl_1127.png,phantom_lbl_1128.png,120.55,153.36,32.81
phantom_lbl_1128.png,phantom_lbl_1129.png,153.36,155.07,1.72
phantom_lbl_1129.png,phantom_lbl_1130.png,155.07,229.93,74.86
phantom_lbl_1130.png,phantom_lbl_1131.png,229.93,204.25,-25.69
phantom_lbl_1131.png,phantom_lbl_1132.png,204.25,196.22,-8.03
phantom_lbl_1132.png,phantom_lbl_1133.png,196.22,212.71,16.48
phantom_lbl_1133.png,phantom_lbl_1134.png,212.71,216.42,3.71
phantom_lbl_1134.png,phantom_lbl_1135.png,216.42,33.86,-182.56
